College_ID,College_Name,University_Name,State,City,College_Type,Establishment_Year,NAAC_Grade,NIRF_Rank,Total_Students,Total_Faculty,Student_Faculty_Ratio,UG_Courses,PG_Courses,Placement_Percentage,Average_Package_LPA,Highest_Package_LPA,Internship_Percentage,Research_Publications,Annual_Fees_INR,Graduation_Rate,Academic_Year
CLG00484,National Institute of Technology Nagpur,Sharda University,Goa,Margao,Government,1971,C,247.0,4055,420.0,9.65,"LLB, B.Arch, BCA, B.Com",M.Com,80.5,7.22,14.59,92.9,8.0,85180.0,97.4,2023-24
CLG01337,Indian Institute of Technology Gandhinagar,Aligarh Muslim University,Himachal Pradesh,Shimla,Autonomous,2012,A,475.0,4047,170.0,23.81,"B.Sc, B.Arch, B.Tech, BA, B.Pharm",M.Com,75.2,10.11,25.54,48.2,28.0,141212.0,78.8,2022-23
CLG00792,Miranda House Indian Institute of Technology,Kurukshetra University,West Bengal,Siliguri,Government,1999,B,232.0,2456,99.0,24.81,"B.Com, B.Pharm, BA, BBA, BCA",M.Sc,73.6,3.9,12.05,80.8,15.0,83286.0,74.2,2024-25
CLG00800,Indian Institute of Technology Madras,Savitribai Phule Pune University,Assam,Guwahati,Private,1982,Not Accredited,247.0,3591,149.0,24.1,"BCA, B.Pharm","LLM, M.Arch",86.6,12.94,32.8125,60.1,15.0,348539.0,61.0,2024-25
CLG00385,Rajiv Gandhi National Institute of Technology,JNTU Hyderabad,West Bengal,Siliguri,Government,1983,B,140.0,3781,196.0,19.29,"B.Tech, B.Pharm",Not Available,88.1,5.72,9.48,59.3,39.0,18814.0,84.2,2022-23
CLG00751,National Institute of Technology Durgapur,Punjab Technical University,Puducherry,Puducherry,Autonomous,2000,A,144.0,4795,373.0,12.86,"BBA, B.Sc, B.Arch, B.Tech, BA",M.Sc,63.0,3.61,16.07,56.7,80.0,143039.0,61.7,2024-25
CLG00423,BITS Medical College,Guwahati University,Tamil Nadu,Coimbatore,Deemed,2002,A+,29.0,5378,353.0,15.24,"B.Pharm, BA","LLM, M.Arch",49.3,8.56,18.19,66.7,76.0,240499.0,97.4,2024-25
CLG00315,Indian Institute of Technology Kharagpur,University of Delhi,Chandigarh,Chandigarh,Private,2007,A,197.0,4200,227.0,18.5,"BA, LLB, BCA, B.Com","M.Arch, MCA",97.4,5.2,26.57,87.7,9.0,139370.0,74.0,2022-23
CLG01022,Bishop Cotton Law College,Banaras Hindu University,Chhattisgarh,Bhilai,Government,2004,B++,299.0,6706,387.0,17.33,"BBA, BA, LLB",MCA,57.5,4.74,14.74,76.6,13.0,86298.0,76.3,2022-23
CLG00544,BITS Institute of Engineering and Technology,University of Mumbai,Tamil Nadu,Chennai,Private,1992,A++,142.0,5043,468.0,10.78,B.Sc,Not Available,79.0,8.24,16.32,44.4,22.0,254607.0,83.0,2023-24
CLG00914,National Institute of Technology Calicut,Banaras Hindu University,Delhi,Delhi,Private,1986,B++,27.0,6207,308.0,20.15,"B.Com, B.Arch, B.Pharm, BA","M.Com, MCA, M.Tech, MBA",78.5,6.8,29.47,22.2,80.0,180039.0,77.5,2022-23
CLG00663,Miranda House National Institute of Technology,Mahatma Gandhi University,Chandigarh,Chandigarh,Private,1984,Not Accredited,203.0,3034,167.0,18.17,"LLB, B.Com","LLM, MA, MBA, M.Sc",95.6,7.55,23.53,64.4,20.0,302075.0,76.1,2022-23
CLG00903,Ram Lal Anand Institute of Information Technology,VTU,Madhya Pradesh,Bhopal,Private,2012,B++,285.0,6369,336.0,18.96,"BA, BBA",Not Available,46.2,15.39,27.78,76.4,12.0,177651.0,78.8,2022-23
CLG01672,National Institute of Technology Surathkal,Banaras Hindu University,Telangana,Warangal,Private,1976,B+,500.0,2360,153.0,15.42,"B.Com, B.Tech, B.Arch, BBA, B.Pharm","MA, M.Sc, LLM",51.6,10.97,16.67,81.4,21.0,290615.0,97.9,2023-24
CLG00686,Indian Institute of Technology Madras,Punjab Technical University,Haryana,Chandigarh,Private,1968,Not Accredited,405.0,4258,262.0,16.25,"B.Sc, BCA, B.Pharm","M.Pharm, MA, M.Arch",79.5,3.65,10.68,80.7,1.0,140439.0,74.7,2023-24
CLG00160,Indian Institute of Technology Bombay,Amity University,Jammu And Kashmir,Srinagar,Government,1967,B,81.0,1706,103.0,16.56,"LLB, BBA, B.Sc","M.Sc, M.Tech",78.0,11.7,16.69,49.3,95.0,140439.0,62.6,2023-24
CLG01000,National Institute of Technology Kurukshetra,Lovely Professional University,Goa,Panaji,Private,1977,B++,399.0,2900,166.0,17.47,BCA,"M.Sc, M.Com, MBA, MA",72.8,7.49,11.02,50.5,2.0,286660.0,100.0,2024-25
CLG01196,Christ Law College,Chandigarh University,Chhattisgarh,Bhilai,Deemed,1983,B++,239.0,2659,318.0,8.36,"BCA, B.Sc, BA, BBA",MCA,60.5,12.75,20.15,93.3,33.0,281678.0,100.0,2024-25
CLG01624,Hansraj Law College,Punjab Technical University,Kerala,Thiruvananthapuram,Government,1954,A++,484.0,1360,127.0,10.71,"B.Com, B.Tech, BCA, B.Arch",Not Available,32.8,4.81,11.55,62.7,8.0,52018.0,72.0,2024-25
CLG00203,Symbiosis Medical College,Savitribai Phule Pune University,Kerala,Kozhikode,Government,2018,B+,302.0,2429,97.0,25.04,B.Tech,Not Available,90.0,4.75,9.8,48.8,19.0,72721.0,80.1,2022-23
CLG01024,National Institute of Technology Allahabad,VTU,Puducherry,Puducherry,Private,2019,Not Accredited,247.0,3279,156.0,21.02,B.Tech,"M.Tech, M.Sc",88.0,11.12,21.29,67.6,11.0,313572.0,96.4,2022-23
CLG01400,Maharaja Institute of Information Technology,Jawaharlal Nehru University,Madhya Pradesh,Bhopal,Deemed,1957,A+,123.0,3568,388.0,9.2,B.Arch,"M.Pharm, M.Tech, MA, MCA",87.0,5.66,13.38,93.0,7.0,210461.0,60.7,2023-24
CLG01521,National Institute of Technology Rourkela,Mahatma Gandhi University,Delhi,Delhi,Private,1973,B++,463.0,4150,322.0,12.89,BCA,"MA, M.Arch, M.Sc",42.9,13.06,22.64,84.4,29.0,237389.0,78.7,2022-23
CLG00113,St. Stephen's Institute of Higher Education,JNTU Hyderabad,West Bengal,Durgapur,Autonomous,2001,C,261.0,3817,281.0,13.58,"B.Sc, B.Com, LLB, BA",M.Tech,89.6,7.19,12.66,96.5,13.0,131222.0,92.6,2023-24
CLG01653,Symbiosis Law College,Gujarat Technological University,Rajasthan,Chandigarh,Private,2021,B+,476.0,4091,178.0,22.98,"B.Arch, BBA, BA","LLM, M.Pharm, M.Tech, M.Arch",64.2,8.86,15.76,35.7,44.0,306324.0,78.7,2023-24
CLG00981,National Institute of Technology Rourkela,Savitribai Phule Pune University,Gujarat,Vadodara,Private,1962,B++,247.0,3870,175.0,22.11,B.Com,"MBA, M.Pharm",70.3,4.3,20.4,75.7,13.0,370653.0,83.2,2022-23
CLG00923,Guru Nanak Indian Institute of Technology,SRM Institute of Science and Technology,Chhattisgarh,Bhilai,Autonomous,1983,B++,74.0,3012,147.0,20.49,"B.Com, B.Sc, BBA, B.Pharm, LLB","M.Tech, MBA, M.Sc",85.5,5.13,9.84,72.7,32.0,159928.0,92.6,2023-24
CLG01418,Amrita Medical College,Chandigarh University,Madhya Pradesh,Jabalpur,Government,2022,B+,421.0,4659,210.0,22.19,"BCA, BA, LLB, B.Sc",Not Available,85.4,10.92,21.5,80.7,19.0,34644.0,91.1,2023-24
CLG01527,Ramaiah Institute of Engineering and Technology,Chandigarh University,Telangana,Warangal,Government,1972,A,78.0,2323,238.0,9.76,"BCA, B.Pharm, LLB, B.Sc, B.Tech",Not Available,40.1,6.2,12.74,77.5,21.0,94069.0,83.0,2022-23
CLG01304,National Institute of Technology Silchar,JNTU Hyderabad,Assam,Silchar,Autonomous,2001,C,405.0,5799,465.0,12.47,"B.Sc, BBA, B.Pharm, BA","M.Pharm, MA, M.Tech, MBA",84.6,5.54,15.03,74.6,6.0,153282.0,82.7,2022-23
CLG01375,National Institute of Technology Srinagar,SRM Institute of Science and Technology,Telangana,Warangal,Government,2005,Not Accredited,92.0,3861,212.0,18.21,"LLB, BBA, B.Arch, B.Com","M.Com, M.Pharm",70.3,10.25,14.53,81.3,1.0,140439.0,84.1,2024-25
CLG00816,National Institute of Technology Calicut,JNTU Hyderabad,Punjab,Patiala,Government,2004,B,94.0,6007,285.0,21.08,"BBA, BA","LLM, MCA",80.3,9.51,22.93,77.8,5.0,59877.0,79.5,2022-23
CLG01744,Bishop Cotton Indian Institute of Technology,Aligarh Muslim University,Odisha,Rourkela,Autonomous,1961,A+,464.0,6224,325.0,19.15,"BCA, BBA",Not Available,90.6,6.73,11.09,87.2,41.0,144820.0,86.4,2024-25
CLG01188,Loyola Medical College,University of Mumbai,Tamil Nadu,Chennai,Government,1970,C,187.0,2371,178.0,13.32,"B.Sc, B.Com, LLB",Not Available,72.8,6.41,12.9,80.8,17.0,10000.0,85.8,2024-25
CLG00081,National Institute of Technology Nagpur,Ranchi University,Andhra Pradesh,Chandigarh,Government,2010,Not Accredited,97.0,5998,420.0,14.28,"B.Pharm, LLB, B.Arch, B.Com, BA","M.Com, MA, M.Arch",88.3,3.73,6.73,75.4,2.0,38227.0,62.8,2024-25
CLG01778,National Institute of Technology Durgapur,Gujarat Technological University,Chandigarh,Chandigarh,Government,2005,Not Accredited,201.0,2822,153.0,18.44,"B.Tech, BA","MBA, MCA, M.Sc",59.1,13.16,21.69,85.8,12.0,48537.0,58.4,2023-24
CLG01568,Maharaja Institute of Higher Education,Andhra University,Goa,Panaji,Government,2014,C,265.0,3985,272.0,14.65,"B.Sc, LLB, B.Arch, B.Pharm, BCA",M.Sc,43.2,11.54,20.94,87.4,41.0,10000.0,88.2,2023-24
CLG01783,Christ Institute of Technology and Science,Ranchi University,Delhi,Delhi,Government,1979,C,98.0,4506,229.0,19.68,"LLB, BA, BBA, B.Com, BCA",Not Available,86.4,10.51,28.75,69.3,19.0,26709.0,84.2,2022-23
CLG00753,Christ College of Commerce and Economics,JNTU Hyderabad,Chandigarh,Chandigarh,Deemed,1955,B+,483.0,4510,425.0,10.61,"B.Com, BCA, BA",Not Available,20.0,11.3,32.8125,78.7,39.0,525602.0,81.4,2023-24
CLG01799,Ramaiah Indian Institute of Technology,Savitribai Phule Pune University,Telangana,Warangal,Autonomous,2003,B+,193.0,3432,224.0,15.32,"B.Tech, BA, B.Pharm","MBA, M.Pharm, MA",54.0,4.04,13.61,73.3,13.0,74200.0,79.4,2024-25
CLG01055,Presidency Indian Institute of Technology,Guwahati University,Gujarat,Surat,Government,1965,A,195.0,2691,266.0,10.12,"B.Tech, BBA, BCA",MA,66.6,7.78,15.15,66.1,27.0,52024.0,78.9,2022-23
CLG00243,Hindu Law College,Kurukshetra University,Madhya Pradesh,Jabalpur,Government,2021,B+,127.0,2743,110.0,24.94,"BCA, B.Arch, LLB, B.Sc, B.Tech","M.Com, M.Sc, M.Pharm",68.5,8.56,14.01,51.5,108.0,61024.0,71.2,2024-25
CLG01234,National Institute of Technology Durgapur,JNTU Hyderabad,Chhattisgarh,Bilaspur,Government,1970,A,235.0,4189,436.0,9.61,"BA, B.Arch, B.Pharm, B.Tech, BCA",Not Available,100.0,10.15,16.41,45.7,17.0,54578.0,100.0,2024-25
CLG00642,Guru Nanak Institute of Information Technology,University of Mumbai,Bihar,Chandigarh,Private,1953,B++,116.0,1049,67.0,15.66,"B.Sc, BBA, B.Com, LLB",Not Available,62.4,9.07,13.11,82.3,2.0,80502.0,87.1,2022-23
CLG00697,National Institute of Technology Patna,Sharda University,West Bengal,Kolkata,Private,1970,A,262.0,5293,214.0,24.73,"B.Arch, BBA, B.Sc, B.Com, BA","MCA, M.Com",42.0,13.34,23.24,76.6,20.0,289739.0,71.0,2023-24
CLG00210,St. Xavier's College of Commerce and Economics,Mahatma Gandhi University,Jammu And Kashmir,Jammu,Private,1962,B++,370.0,1741,142.0,12.26,"B.Arch, B.Com, LLB","M.Tech, LLM, MCA, M.Sc",69.8,8.7,10.76,90.2,20.0,190433.0,96.5,2024-25
CLG00771,Indian Institute of Technology Kanpur,VTU,Karnataka,Chandigarh,Government,1979,A,365.0,2557,273.0,9.37,"LLB, BA, B.Pharm","M.Com, M.Pharm, LLM",93.2,6.79,16.0,78.8,0.0,46691.0,77.7,2024-25
CLG01602,Jain National Institute of Technology,Bangalore University,Chhattisgarh,Raipur,Private,1995,A+,114.0,3549,177.0,20.05,"B.Pharm, B.Tech, B.Arch, B.Com, BBA",M.Pharm,76.5,14.36,24.82,59.6,75.0,313204.0,86.7,2024-25
CLG00436,Lady Shri Ram Institute of Pharmacy,Andhra University,Chandigarh,Chandigarh,Government,1991,A,233.0,3329,136.0,24.48,"B.Tech, B.Com, BCA","M.Pharm, M.Tech, LLM, MCA",74.0,11.86,15.49,76.9,40.0,42303.0,78.1,2022-23
CLG01064,Maharaja Law College,Jadavpur University,Maharashtra,Nashik,Government,1973,B++,252.0,3760,175.0,21.49,LLB,M.Arch,54.7,7.09,12.87,80.6,8.0,85156.0,91.1,2022-23
CLG00975,Ram Lal Anand Institute of Management Studies,Guwahati University,Puducherry,Puducherry,Private,2011,B,23.0,4993,398.0,12.55,"BCA, BA, LLB, B.Tech, B.Com",Not Available,80.4,6.7,12.25,93.0,16.0,369117.0,76.4,2024-25
CLG00552,Indian Institute of Technology Jodhpur,Utkal University,Telangana,Warangal,Private,1990,A,307.0,4324,265.0,16.32,"B.Sc, BBA, BA, B.Tech","M.Com, MA, LLM",100.0,4.54,6.49,69.4,75.0,205367.0,70.6,2024-25
CLG01282,Indian Institute of Technology Indore,Lovely Professional University,Goa,Margao,Government,1957,C,345.0,3696,159.0,23.25,"BA, B.Sc",Not Available,82.0,8.22,31.25,60.5,2.0,10000.0,70.3,2023-24
CLG01615,"Rajiv Gandhi College of Arts, Science and Commerce",University of Mumbai,West Bengal,Kolkata,Government,2010,Not Accredited,9.0,6127,326.0,18.79,"BCA, BA, LLB, B.Pharm, B.Sc",Not Available,84.8,11.7,17.6,58.9,2.0,80511.0,91.0,2022-23
CLG01014,"Sri Venkateswara College of Arts, Science and Commerce",Lovely Professional University,Odisha,Bhubaneswar,Private,2014,A+,430.0,3097,173.0,17.9,"BCA, B.Pharm","M.Tech, LLM, M.Pharm, MCA",68.1,9.08,17.88,38.1,43.0,434786.0,94.3,2023-24
CLG01752,Bishop Cotton Institute of Pharmacy,Ranchi University,Delhi,Delhi,Deemed,2023,B+,438.0,2787,131.0,21.27,B.Arch,"M.Tech, LLM, M.Com",70.3,5.93,17.48,50.6,36.0,219365.0,80.5,2024-25
CLG00467,Dr. Ambedkar Law College,SRM Institute of Science and Technology,Puducherry,Puducherry,Autonomous,2000,A++,126.0,4272,429.0,9.96,"BCA, B.Pharm",Not Available,84.8,8.49,13.77,47.0,80.0,71789.0,89.2,2022-23
CLG01352,"Amrita College of Arts, Science and Commerce",Rajasthan Technical University,Delhi,Delhi,Private,1954,A+,36.0,3477,212.0,16.4,"B.Com, B.Tech, B.Pharm, BA, BCA",LLM,100.0,5.52,19.35,73.2,177.0,307550.0,60.0,2022-23
CLG01201,Rajiv Gandhi Government Polytechnic College,Manipal Academy of Higher Education,Odisha,Bhubaneswar,Private,1991,B,466.0,3552,156.0,22.77,"LLB, B.Sc","MCA, M.Sc, M.Pharm",70.3,3.32,9.46,59.3,129.0,121491.0,76.2,2022-23
CLG00278,National Institute of Technology Calicut,Lovely Professional University,Jharkhand,Ranchi,Government,1988,A+,202.0,2592,146.0,17.75,"B.Sc, BCA",M.Pharm,30.3,10.5,27.15,78.0,19.0,25869.0,83.2,2024-25
CLG01070,Lady Shri Ram Institute of Engineering and Technology,Dr. APJ Abdul Kalam Technical University,Maharashtra,Nagpur,Private,2022,A+,87.0,4619,193.0,23.93,BCA,Not Available,72.8,10.13,26.04,58.1,41.0,228746.0,74.7,2024-25
CLG01018,Indian Institute of Technology Mandi,Manipal Academy of Higher Education,Jammu And Kashmir,Srinagar,Government,2011,A,356.0,2286,103.0,22.19,LLB,"LLM, MCA",80.5,9.45,14.37,23.9,109.0,76674.0,77.3,2024-25
CLG01216,National Institute of Technology Allahabad,Mahatma Gandhi University,Uttar Pradesh,Varanasi,Deemed,2013,A,438.0,4345,458.0,9.49,"B.Sc, B.Arch, LLB, B.Com, B.Tech","M.Arch, M.Tech, M.Sc, MA",65.2,8.56,12.0,31.4,52.0,306166.0,50.0,2024-25
CLG00723,Indian Institute of Technology Kharagpur,Sharda University,Tamil Nadu,Coimbatore,Government,1968,B,387.0,1854,136.0,13.63,LLB,Not Available,84.8,10.4,19.88,89.0,0.0,60263.0,61.7,2024-25
CLG01781,Shiv Nadar Law College,Bharathiar University,Uttarakhand,Dehradun,Government,2013,B++,109.0,3510,141.0,24.89,"B.Com, BCA",LLM,66.8,9.79,14.06,71.4,4.0,69791.0,85.7,2022-23
CLG00787,Vivekananda Law College,Jawaharlal Nehru University,Assam,Dibrugarh,Private,2000,B,278.0,4158,189.0,22.0,"B.Pharm, B.Com","MA, LLM",85.0,12.07,20.15,66.1,22.0,66423.0,86.8,2022-23
CLG01498,Presidency Institute of Applied Sciences,Chandigarh University,Goa,Margao,Private,2004,B+,394.0,6253,576.0,10.86,"BA, LLB, BBA","MBA, M.Sc, M.Arch, M.Tech",39.8,4.61,11.57,53.9,49.0,126764.0,86.9,2024-25
CLG01204,Ashoka Institute of Applied Sciences,Jawaharlal Nehru University,Telangana,Hyderabad,Private,1989,Not Accredited,269.0,4011,484.0,8.29,"B.Pharm, BBA","LLM, MCA",75.8,4.71,19.56,31.6,4.0,321218.0,84.2,2024-25
CLG01685,Bishop Cotton Institute of Higher Education,University of Delhi,Himachal Pradesh,Shimla,Private,2013,B+,313.0,4890,273.0,17.91,"BBA, LLB, B.Com, BA, B.Arch","MBA, M.Sc",57.3,10.74,31.33,85.2,13.0,203245.0,75.5,2022-23
CLG01369,KIIT National Institute of Technology,Rajasthan Technical University,Assam,Silchar,Deemed,2003,A,472.0,7657,763.0,10.04,"B.Tech, B.Sc, BBA, B.Arch, LLB",M.Sc,38.8,9.57,32.8125,41.5,0.0,304381.0,70.0,2022-23
CLG00907,BITS College of Engineering,JNTU Hyderabad,Tamil Nadu,Coimbatore,Deemed,1978,A,70.0,2757,130.0,21.21,"B.Arch, B.Tech, BA, BBA","M.Pharm, M.Com, MA, MCA",70.3,3.86,7.43,85.2,2.0,164339.0,76.9,2022-23
CLG00564,Bhavan's Institute of Engineering and Technology,Jawaharlal Nehru University,Gujarat,Ahmedabad,Autonomous,1952,B+,294.0,2713,119.0,22.8,B.Pharm,Not Available,80.8,3.88,6.42,46.6,51.0,123978.0,89.1,2022-23
CLG00389,National Institute of Technology Silchar,Amity University,Himachal Pradesh,Mandi,Private,1965,B+,119.0,4134,183.0,22.59,"B.Tech, B.Arch, B.Com, B.Pharm",Not Available,76.0,7.92,15.62,23.3,21.0,213996.0,71.3,2022-23
CLG00023,BITS Medical College,Utkal University,Karnataka,Mangaluru,Private,1965,B,151.0,4036,242.0,16.68,"BCA, B.Arch, LLB, B.Com",Not Available,80.1,11.23,25.95,75.3,60.0,301378.0,80.3,2024-25
CLG01126,Rajiv Gandhi Medical College,Bangalore University,Maharashtra,Pune,Government,1987,A,494.0,719,58.0,12.4,"B.Tech, B.Arch, BA, B.Com, BCA","M.Arch, MCA, M.Sc, M.Com",78.3,7.19,17.8,72.9,14.0,69984.0,82.4,2022-23
CLG00125,Bhavan's Polytechnic Institute,VIT University,Rajasthan,Jodhpur,Private,2013,B++,409.0,3274,132.0,24.8,"BCA, BA, B.Com, B.Arch","MA, M.Com, M.Tech, M.Pharm",72.3,7.02,14.77,96.9,20.0,165303.0,61.4,2024-25
CLG01147,Indian Institute of Technology Bhubaneswar,Utkal University,Karnataka,Mangaluru,Private,1987,B++,124.0,3322,212.0,15.67,"B.Arch, LLB, B.Sc","M.Com, MCA, LLM, M.Tech",87.7,8.69,15.55,94.5,5.0,256265.0,83.5,2022-23
CLG00774,Bishop Cotton College of Engineering and Technology,Utkal University,Karnataka,Hubballi,Government,1961,A,392.0,2281,96.0,23.76,"B.Sc, BBA, BCA","MCA, M.Pharm, M.Com",88.3,9.6,16.54,51.9,11.0,86219.0,80.9,2023-24
CLG00881,Bhavan's Institute of Information Technology,Guwahati University,Karnataka,Bengaluru,Deemed,1966,Not Accredited,115.0,1814,88.0,20.61,"B.Sc, B.Pharm, BA, BCA, BBA",M.Tech,76.8,18.0,30.57,47.7,47.0,290849.0,61.8,2024-25
CLG00051,Christ College of Engineering and Technology,Osmania University,Andhra Pradesh,Tirupati,Private,1986,Not Accredited,380.0,3339,350.0,9.54,B.Sc,"M.Tech, LLM",51.4,6.06,9.26,51.0,20.0,271397.0,90.2,2023-24
CLG01314,Lady Shri Ram Institute of Applied Sciences,Savitribai Phule Pune University,Puducherry,Puducherry,Private,1981,B++,21.0,3656,159.0,22.99,"BBA, B.Com, B.Sc","M.Tech, M.Com, LLM",70.3,5.5,13.67,51.2,40.0,379018.0,71.7,2024-25
CLG01335,Indian Institute of Technology Guwahati,Savitribai Phule Pune University,Uttar Pradesh,Chandigarh,Deemed,1992,B+,469.0,3589,179.0,20.05,"B.Com, BA, B.Sc",Not Available,70.3,8.31,21.49,40.8,23.0,10000.0,77.0,2023-24
CLG01106,Amrita College of Engineering,Osmania University,Haryana,Kurukshetra,Private,1964,A,273.0,2149,202.0,10.64,"LLB, B.Arch, BBA, BA","M.Tech, M.Sc",68.8,7.55,10.35,52.4,25.0,229976.0,80.0,2024-25
CLG00704,Rajiv Gandhi National Institute of Technology,Manipal Academy of Higher Education,Chhattisgarh,Bhilai,Government,1992,B+,374.0,1660,178.0,9.33,LLB,"M.Com, M.Sc, MBA, MA",100.0,10.01,17.67,36.2,0.0,53242.0,80.7,2024-25
CLG00483,KIIT Institute of Management and Research,Andhra University,Goa,Margao,Private,2018,B,193.0,4691,261.0,17.97,"B.Sc, LLB, BCA, BBA","M.Com, MBA",66.7,7.91,14.51,80.3,20.0,67891.0,72.8,2024-25
CLG01742,"Manipal College of Arts, Science and Commerce",Jawaharlal Nehru University,Telangana,Warangal,Private,1980,A,477.0,4005,419.0,9.56,"BBA, LLB",Not Available,58.8,7.49,13.43,74.1,7.0,421684.0,81.8,2024-25
CLG00067,Ram Lal Anand Institute of Technology and Science,Rajasthan Technical University,Jammu And Kashmir,Jammu,Government,1963,B++,282.0,831,58.0,14.33,"BA, B.Arch, B.Pharm","LLM, M.Tech, MBA, MCA",96.9,9.6,16.98,100.0,0.0,63876.0,100.0,2024-25
CLG01572,Jain College of Engineering,Anna University,Karnataka,Mangaluru,Private,1981,A,163.0,3355,267.0,12.57,B.Sc,"M.Com, MA, M.Pharm",54.4,7.45,13.59,56.3,92.0,206525.0,59.4,2022-23
CLG00734,DAV Institute of Higher Education,Chandigarh University,Puducherry,Puducherry,Deemed,1996,C,132.0,2176,141.0,15.43,"BA, BCA, BBA",MCA,69.1,8.13,16.77,48.7,16.0,149338.0,78.8,2024-25
CLG01631,National Institute of Technology Warangal,Savitribai Phule Pune University,Jammu And Kashmir,Srinagar,Private,2013,B++,232.0,2244,186.0,12.06,"B.Pharm, B.Com, LLB, BA, B.Tech",Not Available,87.4,5.26,13.83,74.0,16.0,126087.0,83.7,2022-23
CLG00802,Presidency Law College,Amity University,Telangana,Chandigarh,Autonomous,1974,A++,13.0,2160,165.0,13.09,"B.Com, B.Sc",Not Available,47.5,8.64,14.32,22.6,3.0,150494.0,100.0,2023-24
CLG01412,St. Stephen's College of Commerce and Economics,Banaras Hindu University,Uttar Pradesh,Varanasi,Deemed,2019,A,383.0,1096,94.0,11.66,"B.Arch, B.Tech, LLB, BBA","M.Arch, M.Pharm, MCA, LLM",77.1,9.27,12.1,75.6,32.0,268499.0,77.7,2024-25
CLG01346,Presidency School of Business Management,Osmania University,Gujarat,Vadodara,Government,1960,B++,244.0,3289,253.0,13.0,"B.Com, BCA",Not Available,91.1,7.24,15.2,53.1,45.0,50079.0,55.7,2023-24
CLG00908,Sardar Patel Indian Institute of Technology,Ranchi University,West Bengal,Durgapur,Government,2021,Not Accredited,368.0,2741,230.0,11.92,"BA, BCA, B.Pharm, B.Arch, BBA",LLM,93.0,5.97,22.55,79.2,53.0,40488.0,100.0,2022-23
CLG00032,National Institute of Technology Durgapur,Punjab Technical University,Uttarakhand,Haldwani,Autonomous,1964,B,81.0,5420,222.0,24.41,B.Tech,"M.Arch, LLM, MCA, M.Sc",58.9,16.07,22.98,76.8,70.0,134049.0,72.5,2022-23
CLG00418,Sardar Patel Polytechnic Institute,Lovely Professional University,Delhi,Delhi,Government,1951,B,262.0,2980,123.0,24.23,BCA,M.Arch,41.0,6.78,12.86,84.2,23.0,73874.0,85.7,2022-23
CLG00633,Indian Institute of Technology Hyderabad,JNTU Hyderabad,Gujarat,Rajkot,Government,1973,B,142.0,2894,212.0,13.65,LLB,Not Available,92.3,7.5,12.52,88.3,15.0,64097.0,80.3,2023-24
CLG01427,Thapar Institute of Management Studies,Jadavpur University,Jharkhand,Chandigarh,Deemed,1981,Not Accredited,358.0,1839,223.0,8.25,BCA,"MA, M.Arch, M.Tech",74.7,12.22,18.01,84.4,28.0,257385.0,58.1,2022-23
CLG01320,Indian Institute of Technology Kharagpur,Manipal Academy of Higher Education,Himachal Pradesh,Mandi,Autonomous,2015,C,139.0,3055,311.0,9.82,"B.Com, BA, BCA, B.Sc","M.Tech, MCA, M.Pharm",71.6,4.87,17.8,33.4,12.0,99895.0,83.8,2024-25
CLG00065,Indian Institute of Technology Madras,Kurukshetra University,Madhya Pradesh,Jabalpur,Autonomous,2002,A,230.0,4745,321.0,14.78,BCA,"MCA, M.Com",54.6,7.71,13.2,85.8,3.0,94499.0,95.4,2024-25
CLG01470,Amrita National Institute of Technology,Osmania University,Andhra Pradesh,Tirupati,Private,2007,A,22.0,3188,139.0,22.94,"B.Sc, BA, LLB",Not Available,72.3,6.83,11.11,59.6,11.0,332970.0,64.7,2022-23
CLG00078,"Bhavan's College of Arts, Science and Commerce",Andhra University,Puducherry,Puducherry,Private,2024,A,467.0,245,17.0,14.41,"B.Com, B.Sc, LLB, BBA","M.Com, M.Sc",38.4,6.08,11.31,73.0,20.0,261422.0,81.8,2024-25
CLG00492,Vellore Institute of Pharmacy,Mahatma Gandhi University,Jharkhand,Dhanbad,Government,1993,B++,365.0,5219,252.0,20.71,"LLB, B.Arch, B.Pharm, B.Sc",Not Available,20.0,7.45,14.59,47.3,50.0,83153.0,63.7,2023-24
CLG01297,Jain Institute of Pharmacy,Calcutta University,Chandigarh,Chandigarh,Deemed,2008,B++,438.0,4315,238.0,18.13,"BBA, B.Com",M.Com,54.5,7.29,12.17,20.5,0.0,209556.0,94.3,2022-23
CLG01392,National Institute of Technology Surathkal,SRM Institute of Science and Technology,Jammu And Kashmir,Jammu,Private,1978,C,162.0,3411,180.0,18.95,"LLB, B.Arch","M.Tech, M.Com",65.1,18.0,28.54,40.2,5.0,315556.0,89.5,2024-25
CLG00533,Hansraj Government Engineering College,JNTU Hyderabad,Uttar Pradesh,Varanasi,Deemed,2006,C,155.0,4282,313.0,13.68,"BA, B.Tech","LLM, M.Sc",66.9,4.45,16.66,39.5,52.0,141261.0,78.3,2022-23
CLG00066,Ramaiah Government Engineering College,Jadavpur University,Karnataka,Hubballi,Government,1997,C,282.0,2833,314.0,9.02,"LLB, BCA, B.Pharm, B.Tech, BA","M.Tech, MBA, M.Pharm",62.3,6.06,19.3,92.1,23.0,36786.0,65.1,2023-24
CLG01776,National Institute of Technology Surathkal,Utkal University,Odisha,Rourkela,Private,2006,C,476.0,3540,180.0,19.67,"B.Arch, BCA, B.Tech, BA, B.Com","MCA, M.Arch",44.6,6.19,13.93,100.0,34.0,112805.0,81.7,2023-24
